,country,year,population,iso_alpha
0,Afghanistan,1980,13356500,AFG
1,Afghanistan,1985,11938204,AFG
2,Afghanistan,1990,12412311,AFG
3,Afghanistan,1995,18110662,AFG
4,Afghanistan,2000,20779957,AFG
5,Afghanistan,2005,25654274,AFG
6,Afghanistan,2010,29185511,AFG
7,Afghanistan,2015,34413603,AFG
8,Albania,1980,2682697,ALB
9,Albania,1985,2969671,ALB
10,Albania,1990,3286070,ALB
11,Albania,1995,3112923,ALB
12,Albania,2000,3129246,ALB
13,Albania,2005,3086810,ALB
14,Albania,2010,2948029,ALB
15,Albania,2015,2890524,ALB
16,Algeria,1980,19221659,DZA
17,Algeria,1985,22431507,DZA
18,Algeria,1990,25758872,DZA
19,Algeria,1995,28757788,DZA
20,Algeria,2000,31042238,DZA
21,Algeria,2005,33149720,DZA
22,Algeria,2010,35977451,DZA
23,Algeria,2015,39728020,DZA
24,American Samoa,1980,32648,ASM
25,American Samoa,1985,39521,ASM
26,American Samoa,1990,47351,ASM
27,American Samoa,1995,53158,ASM
28,American Samoa,2000,57816,ASM
29,American Samoa,2005,59557,ASM
30,American Samoa,2010,56084,ASM
31,American Samoa,2015,55806,ASM
32,Andorra,1980,36063,AND
33,Andorra,1985,44593,AND
34,Andorra,1990,54508,AND
35,Andorra,1995,63860,AND
36,Andorra,2000,65390,AND
37,Andorra,2005,78871,AND
38,Andorra,2010,84454,AND
39,Andorra,2015,77993,AND
40,Angola,1980,8341290,AGO
41,Angola,1985,9961993,AGO
42,Angola,1990,11848385,AGO
43,Angola,1995,13945205,AGO
44,Angola,2000,16395476,AGO
45,Angola,2005,19433604,AGO
46,Angola,2010,23356247,AGO
47,Angola,2015,27884380,AGO
48,Anguilla,1980,7284,AIA
49,Anguilla,1985,7292,AIA
50,Anguilla,1990,8894,AIA
51,Anguilla,1995,9868,AIA
52,Anguilla,2000,11247,AIA
53,Anguilla,2005,12442,AIA
54,Anguilla,2010,13436,AIA
55,Anguilla,2015,14279,AIA
56,Antigua and Barbuda,1980,61861,ATG
57,Antigua and Barbuda,1985,61785,ATG
58,Antigua and Barbuda,1990,62533,ATG
59,Antigua and Barbuda,1995,68672,ATG
60,Antigua and Barbuda,2000,76007,ATG
61,Antigua and Barbuda,2005,81462,ATG
62,Antigua and Barbuda,2010,88030,ATG
63,Antigua and Barbuda,2015,93571,ATG
64,Argentina,1980,27896532,ARG
65,Argentina,1985,30216284,ARG
66,Argentina,1990,32618648,ARG
67,Argentina,1995,34828168,ARG
68,Argentina,2000,36870796,ARG
69,Argentina,2005,38892924,ARG
70,Argentina,2010,40895751,ARG
71,Argentina,2015,43075416,ARG
72,Armenia,1980,3099759,ARM
73,Armenia,1985,3335935,ARM
74,Armenia,1990,3538164,ARM
75,Armenia,1995,3217349,ARM
76,Armenia,2000,3069597,ARM
77,Armenia,2005,2981262,ARM
78,Armenia,2010,2877314,ARM
79,Armenia,2015,2925559,ARM
80,Aruba,1980,60097,ABW
81,Aruba,1985,63024,ABW
82,Aruba,1990,62152,ABW
83,Aruba,1995,80324,ABW
84,Aruba,2000,90866,ABW
85,Aruba,2005,100028,ABW
86,Aruba,2010,101665,ABW
87,Aruba,2015,104339,ABW
88,Australia,1980,14588400,AUS
89,Australia,1985,15663672,AUS
90,Australia,1990,16960600,AUS
91,Australia,1995,17993083,AUS
92,Australia,2000,18991434,AUS
93,Australia,2005,20178543,AUS
94,Australia,2010,22154687,AUS
95,Australia,2015,23932499,AUS
96,Austria,1980,7609750,AUT
97,Austria,1985,7614874,AUT
98,Austria,1990,7723954,AUT
99,Austria,1995,7990113,AUT
100,Austria,2000,8069276,AUT
101,Austria,2005,8253656,AUT
102,Austria,2010,8409945,AUT
103,Austria,2015,8678667,AUT
104,Azerbaijan,1980,6150735,AZE
105,Azerbaijan,1985,6666447,AZE
106,Azerbaijan,1990,7242758,AZE
107,Azerbaijan,1995,7775418,AZE
108,Azerbaijan,2000,8122743,AZE
109,Azerbaijan,2005,8538610,AZE
110,Azerbaijan,2010,9032465,AZE
111,Azerbaijan,2015,9622741,AZE
112,Bahamas,1980,210589,BHS
113,Bahamas,1985,234579,BHS
114,Bahamas,1990,256226,BHS
115,Bahamas,1995,280179,BHS
116,Bahamas,2000,298045,BHS
117,Bahamas,2005,324848,BHS
118,Bahamas,2010,354936,BHS
119,Bahamas,2015,374200,BHS
120,Bahrain,1980,359897,BHR
121,Bahrain,1985,419428,BHR
122,Bahrain,1990,495927,BHR
123,Bahrain,1995,563698,BHR
124,Bahrain,2000,664610,BHR
125,Bahrain,2005,889157,BHR
126,Bahrain,2010,1240864,BHR
127,Bahrain,2015,1371853,BHR
128,Bangladesh,1980,79639498,BGD
129,Bangladesh,1985,90764180,BGD
130,Bangladesh,1990,103171957,BGD
131,Bangladesh,1995,115169933,BGD
132,Bangladesh,2000,127657862,BGD
133,Bangladesh,2005,139035505,BGD
134,Bangladesh,2010,147575433,BGD
135,Bangladesh,2015,156256287,BGD
136,Barbados,1980,252388,BRB
137,Barbados,1985,256260,BRB
138,Barbados,1990,260933,BRB
139,Barbados,1995,265955,BRB
140,Barbados,2000,271511,BRB
141,Barbados,2005,276320,BRB
142,Barbados,2010,282131,BRB
143,Barbados,2015,285327,BRB
144,Belarus,1980,9569847,BLR
145,Belarus,1985,9901493,BLR
146,Belarus,1990,10151135,BLR
147,Belarus,1995,10077606,BLR
148,Belarus,2000,9871635,BLR
149,Belarus,2005,9562083,BLR
150,Belarus,2010,9420576,BLR
151,Belarus,2015,9439424,BLR
152,Belgium,1980,9868999,BEL
153,Belgium,1985,9916577,BEL
154,Belgium,1990,10006545,BEL
155,Belgium,1995,10186304,BEL
156,Belgium,2000,10282046,BEL
157,Belgium,2005,10546885,BEL
158,Belgium,2010,10938735,BEL
159,Belgium,2015,11287931,BEL
160,Belize,1980,144142,BLZ
161,Belize,1985,164918,BLZ
162,Belize,1990,187554,BLZ
163,Belize,1995,206962,BLZ
164,Belize,2000,247310,BLZ
165,Belize,2005,283798,BLZ
166,Belize,2010,322465,BLZ
167,Belize,2015,360926,BLZ
168,Benin,1980,3717161,BEN
169,Benin,1985,4278502,BEN
170,Benin,1990,4978489,BEN
171,Benin,1995,5905552,BEN
172,Benin,2000,6865946,BEN
173,Benin,2005,7982223,BEN
174,Benin,2010,9199254,BEN
175,Benin,2015,10575962,BEN
176,Bermuda,1980,57580,BMU
177,Bermuda,1985,59594,BMU
178,Bermuda,1990,61630,BMU
179,Bermuda,1995,63439,BMU
180,Bermuda,2000,65016,BMU
181,Bermuda,2005,66260,BMU
182,Bermuda,2010,65388,BMU
183,Bermuda,2015,63695,BMU
184,Bhutan,1980,406883,BTN
185,Bhutan,1985,464264,BTN
186,Bhutan,1990,530801,BTN
187,Bhutan,1995,534629,BTN
188,Bhutan,2000,591014,BTN
189,Bhutan,2005,648744,BTN
190,Bhutan,2010,685502,BTN
191,Bhutan,2015,727885,BTN
192,Bolivia,1980,5579932,BOL
193,Bolivia,1985,6179460,BOL
194,Bolivia,1990,6864839,BOL
195,Bolivia,1995,7622334,BOL
196,Bolivia,2000,8418270,BOL
197,Bolivia,2005,9232301,BOL
198,Bolivia,2010,10048597,BOL
199,Bolivia,2015,10869732,BOL
200,Bonaire Sint Eustatius and Saba,1980,11209,BES
201,Bonaire Sint Eustatius and Saba,1985,12024,BES
202,Bonaire Sint Eustatius and Saba,1990,13010,BES
203,Bonaire Sint Eustatius and Saba,1995,15101,BES
204,Bonaire Sint Eustatius and Saba,2000,14387,BES
205,Bonaire Sint Eustatius and Saba,2005,14399,BES
206,Bonaire Sint Eustatius and Saba,2010,20941,BES
207,Bonaire Sint Eustatius and Saba,2015,24571,BES
208,Bosnia and Herzegovina,1980,4179850,BIH
209,Bosnia and Herzegovina,1985,4392135,BIH
210,Bosnia and Herzegovina,1990,4463422,BIH
211,Bosnia and Herzegovina,1995,3829049,BIH
212,Bosnia and Herzegovina,2000,3751176,BIH
213,Bosnia and Herzegovina,2005,3765332,BIH
214,Bosnia and Herzegovina,2010,3705478,BIH
215,Bosnia and Herzegovina,2015,3429362,BIH
216,Botswana,1980,897860,BWA
217,Botswana,1985,1069585,BWA
218,Botswana,1990,1286756,BWA
219,Botswana,1995,1469173,BWA
220,Botswana,2000,1643333,BWA
221,Botswana,2005,1799077,BWA
222,Botswana,2010,1987106,BWA
223,Botswana,2015,2120716,BWA
224,Brazil,1980,120694012,BRA
225,Brazil,1985,135274083,BRA
226,Brazil,1990,149003225,BRA
227,Brazil,1995,162019889,BRA
228,Brazil,2000,174790339,BRA
229,Brazil,2005,186127108,BRA
230,Brazil,2010,195713637,BRA
231,Brazil,2015,204471759,BRA
232,British Virgin Islands,1980,11471,VGB
233,British Virgin Islands,1985,13951,VGB
234,British Virgin Islands,1990,17489,VGB
235,British Virgin Islands,1995,19307,VGB
236,British Virgin Islands,2000,20313,VGB
237,British Virgin Islands,2005,23106,VGB
238,British Virgin Islands,2010,27796,VGB
239,British Virgin Islands,2015,29148,VGB
240,Brunei,1980,193880,BRN
241,Brunei,1985,224440,BRN
242,Brunei,1990,258714,BRN
243,Brunei,1995,297112,BRN
244,Brunei,2000,333166,BRN
245,Brunei,2005,365112,BRN
246,Brunei,2010,388634,BRN
247,Brunei,2015,414914,BRN
248,Bulgaria,1980,8878787,BGR
249,Bulgaria,1985,8975353,BGR
250,Bulgaria,1990,8841466,BGR
251,Bulgaria,1995,8379305,BGR
252,Bulgaria,2000,7997951,BGR
253,Bulgaria,2005,7686964,BGR
254,Bulgaria,2010,7425011,BGR
255,Bulgaria,2015,7199739,BGR
256,Burkina Faso,1980,6822837,BFA
257,Burkina Faso,1985,7727908,BFA
258,Burkina Faso,1990,8811033,BFA
259,Burkina Faso,1995,10089880,BFA
260,Burkina Faso,2000,11607951,BFA
261,Burkina Faso,2005,13421935,BFA
262,Burkina Faso,2010,15605211,BFA
263,Burkina Faso,2015,18110616,BFA
264,Burundi,1980,4157296,BDI
265,Burundi,1985,4750832,BDI
266,Burundi,1990,5438959,BDI
267,Burundi,1995,5987044,BDI
268,Burundi,2000,6378871,BDI
269,Burundi,2005,7364857,BDI
270,Burundi,2010,8675606,BDI
271,Burundi,2015,10160034,BDI
272,Cambodia,1980,6693759,KHM
273,Cambodia,1985,7714894,KHM
274,Cambodia,1990,8975597,KHM
275,Cambodia,1995,10656145,KHM
276,Cambodia,2000,12155241,KHM
277,Cambodia,2005,13273355,KHM
278,Cambodia,2010,14312205,KHM
279,Cambodia,2015,15521435,KHM
280,Cameroon,1980,8621409,CMR
281,Cameroon,1985,10070806,CMR
282,Cameroon,1990,11780086,CMR
283,Cameroon,1995,13599984,CMR
284,Cameroon,2000,15513944,CMR
285,Cameroon,2005,17733408,CMR
286,Cameroon,2010,20341236,CMR
287,Cameroon,2015,23298376,CMR
288,Canada,1980,24416885,CAN
289,Canada,1985,25744807,CAN
290,Canada,1990,27541323,CAN
291,Canada,1995,29164153,CAN
292,Canada,2000,30588379,CAN
293,Canada,2005,32164313,CAN
294,Canada,2010,34147566,CAN
295,Canada,2015,36026668,CAN
296,Cape Verde,1980,283848,CPV
297,Cape Verde,1985,311668,CPV
298,Cape Verde,1990,337953,CPV
299,Cape Verde,1995,386288,CPV
300,Cape Verde,2000,428178,CPV
301,Cape Verde,2005,463034,CPV
302,Cape Verde,2010,492644,CPV
303,Cape Verde,2015,524740,CPV
304,Cayman Islands,1980,16207,CYM
305,Cayman Islands,1985,19460,CYM
306,Cayman Islands,1990,25307,CYM
307,Cayman Islands,1995,32161,CYM
308,Cayman Islands,2000,42305,CYM
309,Cayman Islands,2005,49261,CYM
310,Cayman Islands,2010,56672,CYM
311,Cayman Islands,2015,61721,CYM
312,Central African Republic,1980,2199359,CAF
313,Central African Republic,1985,2542170,CAF
314,Central African Republic,1990,2806740,CAF
315,Central African Republic,1995,3222662,CAF
316,Central African Republic,2000,3640421,CAF
317,Central African Republic,2005,4038380,CAF
318,Central African Republic,2010,4386765,CAF
319,Central African Republic,2015,4493171,CAF
320,Chad,1980,4514427,TCD
321,Chad,1985,5095400,TCD
322,Chad,1990,5963250,TCD
323,Chad,1995,7010159,TCD
324,Chad,2000,8355654,TCD
325,Chad,2005,10096630,TCD
326,Chad,2010,11952134,TCD
327,Chad,2015,14110971,TCD
328,Channel Islands,1980,128204,OWID_CIS
329,Channel Islands,1985,133800,OWID_CIS
330,Channel Islands,1990,140677,OWID_CIS
331,Channel Islands,1995,143480,OWID_CIS
332,Channel Islands,2000,148439,OWID_CIS
333,Channel Islands,2005,151674,OWID_CIS
334,Channel Islands,2010,159718,OWID_CIS
335,Channel Islands,2015,165387,OWID_CIS
336,Chile,1980,11419350,CHL
337,Chile,1985,12257238,CHL
338,Chile,1990,13274617,CHL
339,Chile,1995,14380864,CHL
340,Chile,2000,15342350,CHL
341,Chile,2005,16182713,CHL
342,Chile,2010,17062531,CHL
343,Chile,2015,17969356,CHL
344,China,1980,1000089228,CHN
345,China,1985,1075589363,CHN
346,China,1990,1176883681,CHN
347,China,1995,1240920539,CHN
348,China,2000,1290550767,CHN
349,China,2005,1330776380,CHN
350,China,2010,1368810604,CHN
351,China,2015,1406847868,CHN
352,Colombia,1980,26900508,COL
353,Colombia,1985,29951194,COL
354,Colombia,1990,33102569,COL
355,Colombia,1995,36421438,COL
356,Colombia,2000,39629965,COL
357,Colombia,2005,42647731,COL
358,Colombia,2010,45222699,COL
359,Colombia,2015,47520667,COL
360,Comoros,1980,307831,COM
361,Comoros,1985,355337,COM
362,Comoros,1990,411598,COM
363,Comoros,1995,475394,COM
364,Comoros,2000,542358,COM
365,Comoros,2005,611625,COM
366,Comoros,2010,689696,COM
367,Comoros,2015,777435,COM
368,Congo,1980,1777932,COG
369,Congo,1985,2054308,COG
370,Congo,1990,2356740,COG
371,Congo,1995,2707532,COG
372,Congo,2000,3127420,COG
373,Congo,2005,3622775,COG
374,Congo,2010,4273738,COG
375,Congo,2015,4856093,COG
376,Cook Islands,1980,17519,COK
377,Cook Islands,1985,17592,COK
378,Cook Islands,1990,18195,COK
379,Cook Islands,1995,19105,COK
380,Cook Islands,2000,17935,COK
381,Cook Islands,2005,19070,COK
382,Cook Islands,2010,18392,COK
383,Cook Islands,2015,17581,COK
384,Costa Rica,1980,2389973,CRI
385,Costa Rica,1985,2736719,CRI
386,Costa Rica,1990,3119436,CRI
387,Costa Rica,1995,3545524,CRI
388,Costa Rica,2000,3962369,CRI
389,Costa Rica,2005,4285504,CRI
390,Costa Rica,2010,4577371,CRI
391,Costa Rica,2015,4847805,CRI
392,Cote d'Ivoire,1980,8033652,CIV
393,Cote d'Ivoire,1985,9918204,CIV
394,Cote d'Ivoire,1990,11924873,CIV
395,Cote d'Ivoire,1995,14199759,CIV
396,Cote d'Ivoire,2000,16454660,CIV
397,Cote d'Ivoire,2005,18354513,CIV
398,Cote d'Ivoire,2010,20532944,CIV
399,Cote d'Ivoire,2015,23226148,CIV
400,Croatia,1980,4598125,HRV
401,Croatia,1985,4716123,HRV
402,Croatia,1990,4776370,HRV
403,Croatia,1995,4616763,HRV
404,Croatia,2000,4428075,HRV
405,Croatia,2005,4378066,HRV
406,Croatia,2010,4328163,HRV
407,Croatia,2015,4232874,HRV
408,Cuba,1980,9849457,CUB
409,Cuba,1985,10097910,CUB
410,Cuba,1990,10596986,CUB
411,Cuba,1995,10888246,CUB
412,Cuba,2000,11126423,CUB
413,Cuba,2005,11261586,CUB
414,Cuba,2010,11225833,CUB
415,Cuba,2015,11324777,CUB
416,Curacao,1980,147997,CUW
417,Curacao,1985,150375,CUW
418,Curacao,1990,146679,CUW
419,Curacao,1995,143880,CUW
420,Curacao,2000,132147,CUW
421,Curacao,2005,130136,CUW
422,Curacao,2010,149188,CUW
423,Curacao,2015,159850,CUW
424,Cyprus,1980,685408,CYP
425,Cyprus,1985,703694,CYP
426,Cyprus,1990,766616,CYP
427,Cyprus,1995,855391,CYP
428,Cyprus,2000,943288,CYP
429,Cyprus,2005,1027656,CYP
430,Cyprus,2010,1112617,CYP
431,Cyprus,2015,1160987,CYP
432,Czechia,1980,10349084,CZE
433,Czechia,1985,10331144,CZE
434,Czechia,1990,10340877,CZE
435,Czechia,1995,10358190,CZE
436,Czechia,2000,10289374,CZE
437,Czechia,2005,10258165,CZE
438,Czechia,2010,10536514,CZE
439,Czechia,2015,10601390,CZE
440,Democratic Republic of Congo,1980,26358905,COD
441,Democratic Republic of Congo,1985,29881222,COD
442,Democratic Republic of Congo,1990,34612023,COD
443,Democratic Republic of Congo,1995,41576239,COD
444,Democratic Republic of Congo,2000,47105830,COD
445,Democratic Republic of Congo,2005,54785894,COD
446,Democratic Republic of Congo,2010,64563853,COD
447,Democratic Republic of Congo,2015,76244532,COD
448,Denmark,1980,5123945,DNK
449,Denmark,1985,5114250,DNK
450,Denmark,1990,5141117,DNK
451,Denmark,1995,5232709,DNK
452,Denmark,2000,5341192,DNK
453,Denmark,2005,5421701,DNK
454,Denmark,2010,5554849,DNK
455,Denmark,2015,5688695,DNK
456,Djibouti,1980,358960,DJI
457,Djibouti,1985,425608,DJI
458,Djibouti,1990,590393,DJI
459,Djibouti,1995,630385,DJI
460,Djibouti,2000,717577,DJI
461,Djibouti,2005,783248,DJI
462,Djibouti,2010,840194,DJI
463,Djibouti,2015,913998,DJI
464,Dominica,1980,75318,DMA
465,Dominica,1985,73207,DMA
466,Dominica,1990,70422,DMA
467,Dominica,1995,71105,DMA
468,Dominica,2000,69650,DMA
469,Dominica,2005,70580,DMA
470,Dominica,2010,70877,DMA
471,Dominica,2015,71175,DMA
472,Dominican Republic,1980,5803929,DOM
473,Dominican Republic,1985,6464229,DOM
474,Dominican Republic,1990,7133491,DOM
475,Dominican Republic,1995,7819239,DOM
476,Dominican Republic,2000,8471317,DOM
477,Dominican Republic,2005,9097262,DOM
478,Dominican Republic,2010,9695117,DOM
479,Dominican Republic,2015,10281675,DOM
480,Ecuador,1980,7989178,ECU
481,Ecuador,1985,9066100,ECU
482,Ecuador,1990,10230931,ECU
483,Ecuador,1995,11455205,ECU
484,Ecuador,2000,12681123,ECU
485,Ecuador,2005,13825839,ECU
486,Ecuador,2010,15011114,ECU
487,Ecuador,2015,16212022,ECU
488,Egypt,1980,43309063,EGY
489,Egypt,1985,49258726,EGY
490,Egypt,1990,56134478,EGY
491,Egypt,1995,62334025,EGY
492,Egypt,2000,68831561,EGY
493,Egypt,2005,75523576,EGY
494,Egypt,2010,82761244,EGY
495,Egypt,2015,92442549,EGY
496,El Salvador,1980,4591135,SLV
497,El Salvador,1985,4936803,SLV
498,El Salvador,1990,5270074,SLV
499,El Salvador,1995,5628602,SLV
500,El Salvador,2000,5887930,SLV
501,El Salvador,2005,6052124,SLV
502,El Salvador,2010,6183877,SLV
503,El Salvador,2015,6325121,SLV
504,Equatorial Guinea,1980,249931,GNQ
505,Equatorial Guinea,1985,352116,GNQ
506,Equatorial Guinea,1990,419188,GNQ
507,Equatorial Guinea,1995,496768,GNQ
508,Equatorial Guinea,2000,606180,GNQ
509,Equatorial Guinea,2005,749527,GNQ
510,Equatorial Guinea,2010,943640,GNQ
511,Equatorial Guinea,2015,1168575,GNQ
512,Eritrea,1980,1733423,ERI
513,Eritrea,1985,2003942,ERI
514,Eritrea,1990,2258649,ERI
515,Eritrea,1995,2204227,ERI
516,Eritrea,2000,2292413,ERI
517,Eritrea,2005,2826653,ERI
518,Eritrea,2010,3170437,ERI
519,Eritrea,2015,3342818,ERI
520,Estonia,1980,1474438,EST
521,Estonia,1985,1522405,EST
522,Estonia,1990,1565246,EST
523,Estonia,1995,1433026,EST
524,Estonia,2000,1399111,EST
525,Estonia,2005,1355650,EST
526,Estonia,2010,1332103,EST
527,Estonia,2015,1315330,EST
528,Eswatini,1980,587852,SWZ
529,Eswatini,1985,699077,SWZ
530,Eswatini,1990,822423,SWZ
531,Eswatini,1995,926836,SWZ
532,Eswatini,2000,1005432,SWZ
533,Eswatini,2005,1030575,SWZ
534,Eswatini,2010,1064841,SWZ
535,Eswatini,2015,1104038,SWZ
536,Ethiopia,1980,35141703,ETH
537,Ethiopia,1985,40652146,ETH
538,Ethiopia,1990,47887864,ETH
539,Ethiopia,1995,57047906,ETH
540,Ethiopia,2000,66224808,ETH
541,Ethiopia,2005,76346310,ETH
542,Ethiopia,2010,87639962,ETH
543,Ethiopia,2015,100835453,ETH
544,Faeroe Islands,1980,43339,FRO
545,Faeroe Islands,1985,45328,FRO
546,Faeroe Islands,1990,47276,FRO
547,Faeroe Islands,1995,45625,FRO
548,Faeroe Islands,2000,46738,FRO
549,Faeroe Islands,2005,47731,FRO
550,Faeroe Islands,2010,47803,FRO
551,Faeroe Islands,2015,48055,FRO
552,Falkland Islands,1980,1853,FLK
553,Falkland Islands,1985,1841,FLK
554,Falkland Islands,1990,1980,FLK
555,Falkland Islands,1995,2501,FLK
556,Falkland Islands,2000,2893,FLK
557,Falkland Islands,2005,2950,FLK
558,Falkland Islands,2010,2902,FLK
559,Falkland Islands,2015,2836,FLK
560,Fiji,1980,635312,FJI
561,Fiji,1985,711770,FJI
562,Fiji,1990,728575,FJI
563,Fiji,1995,775428,FJI
564,Fiji,2000,811011,FJI
565,Fiji,2005,821606,FJI
566,Fiji,2010,859816,FJI
567,Fiji,2015,868632,FJI
568,Finland,1980,4788247,FIN
569,Finland,1985,4911220,FIN
570,Finland,1990,4996220,FIN
571,Finland,1995,5119012,FIN
572,Finland,2000,5187953,FIN
573,Finland,2005,5258933,FIN
574,Finland,2010,5365784,FIN
575,Finland,2015,5481128,FIN
576,France,1980,53868006,FRA
577,France,1985,55254838,FRA
578,France,1990,56666861,FRA
579,France,1995,57801887,FRA
580,France,2000,59015092,FRA
581,France,2005,61120128,FRA
582,France,2010,62879535,FRA
583,France,2015,64453194,FRA
584,French Guiana,1980,66973,GUF
585,French Guiana,1985,86435,GUF
586,French Guiana,1990,115784,GUF
587,French Guiana,1995,137400,GUF
588,French Guiana,2000,163163,GUF
589,French Guiana,2005,202973,GUF
590,French Guiana,2010,232996,GUF
591,French Guiana,2015,261007,GUF
592,French Polynesia,1980,153298,PYF
593,French Polynesia,1985,177024,PYF
594,French Polynesia,1990,199906,PYF
595,French Polynesia,1995,218064,PYF
596,French Polynesia,2000,240681,PYF
597,French Polynesia,2005,258779,PYF
598,French Polynesia,2010,266449,PYF
599,French Polynesia,2015,273119,PYF
600,Gabon,1980,726335,GAB
601,Gabon,1985,827107,GAB
602,Gabon,1990,949493,GAB
603,Gabon,1995,1084951,GAB
604,Gabon,2000,1228359,GAB
605,Gabon,2005,1390550,GAB
606,Gabon,2010,1624146,GAB
607,Gabon,2015,1947690,GAB
608,Gambia,1980,637252,GMB
609,Gambia,1985,755791,GMB
610,Gambia,1990,955595,GMB
611,Gambia,1995,1128577,GMB
612,Gambia,2000,1317708,GMB
613,Gambia,2005,1543745,GMB
614,Gambia,2010,1793199,GMB
615,Gambia,2015,2085860,GMB
616,Georgia,1980,5017827,GEO
617,Georgia,1985,5211454,GEO
618,Georgia,1990,5410400,GEO
619,Georgia,1995,4976252,GEO
620,Georgia,2000,4362184,GEO
621,Georgia,2005,4210158,GEO
622,Georgia,2010,4099095,GEO
623,Georgia,2015,4024180,GEO
624,Germany,1980,78283101,DEU
625,Germany,1985,77691591,DEU
626,Germany,1990,79053984,DEU
627,Germany,1995,81138653,DEU
628,Germany,2000,81400883,DEU
629,Germany,2005,81602739,DEU
630,Germany,2010,80827001,DEU
631,Germany,2015,81787411,DEU
632,Ghana,1980,11056112,GHA
633,Ghana,1985,12783617,GHA
634,Ghana,1990,14773274,GHA
635,Ghana,1995,17014058,GHA
636,Ghana,2000,19278850,GHA
637,Ghana,2005,21814648,GHA
638,Ghana,2010,24779614,GHA
